province,type_of_dwelling,income,marital_status,age_group,sex,food_expenditure,clothing_expenditure,transportation_expenditure,personal_care_expenditure,recreation_expenditure,tobacco_alcohol_expenditure,miscellaneous_expenditure,total_consumption_expenditure,total_expenditure,weeks_worked
NS,single_detached,68000,married,30-34,1,8520,1150,6980,1210,3638,250,1041,42586,79524,52
NS,apartment,20000,never_married,45-49,2,3480,800,2880,120,720,15,50,14786,17640,52
NS,semi_detached,30000,other,55-59,2,5180,2180,5865,247,790,15,240,26090,30445,26
NS,single_detached,35000,married,25-29,2,7680,4740,8919,1615,5325,2255,1475,66835,98221,40
NS,single_detached,19000,married,55-59,2,8600,1435,26470,1110,570,125,811,55482,67514,24
NS,single_detached,43000,married,40-44,2,1705,3780,16230,1210,5500,282,722,53110,98245,52
NS,single_detached,70000,married,35-39,1,5600,2233,3736,1340,1274,950,637,43481,72583,52
NS,single_detached,46000,married,25-29,1,2830,885,5420,490,6156,5240,200,48177,64546,52
NS,single_detached,16000,never_married,45-49,2,3380,660,2480,410,1134,360,101,19091,20511,52
NS,single_detached,70000,married,50-54,1,7000,1055,4545,1250,1052,4720,950,38294,64830,52
NS,single_detached,11000,married,45-49,2,5300,868,24596,1002,1691,5845,563,64173,70166,28
NS,single_detached,61000,married,40-44,2,6050,2330,8375,2280,4670,300,688,41983,66891,52
NS,single_detached,49000,married,45-49,1,9800,1870,18827,1875,1848,1261,949,71303,95347,52
NS,apartment,33000,never_married,30-34,2,4660,1610,2725,1180,1905,1340,2583,28177,34275,36
NS,single_detached,29000,never_married,45-49,2,6988,415,3205,347,1225,845,96,28516,29542,52
NS,single_detached,30000,married,55-59,1,4600,650,3380,500,1908,50,210,23728,31912,26
NS,single_detached,22000,married,40-44,2,4437,1946,3672,1094,1731,2600,2194,29381,35392,26
NS,single_detached,26000,never_married,65-69,1,3060,195,4943,127,1109,1036,65,17567,20291,21
NS,other,31000,married,55-59,1,5000,575,8048,273,712,2556,40,26577,31934,34
NS,single_detached,16000,married,60-64,1,1400,379,2810,253,977,22,30,14084,18749,23
NS,single_detached,32000,never_married,25-29,1,1400,300,3650,270,885,600,100,12435,22338,40
NS,other,38000,married,50-54,1,5100,1480,9360,746,1740,2340,2300,44858,57541,28
NS,other,63000,married,45-49,1,8760,2175,15855,955,7710,200,481,54281,74368,52
NS,single_detached,60000,never_married,40-44,1,12749,760,18091,470,4570,7310,655,58734,88058,40
NS,single_detached,27000,never_married,45-49,1,9744,2158,13678,820,6324,0,825,44074,61720,52
NS,single_detached,37000,other,55-59,2,4675,1945,903,715,4050,410,570,29926,41049,52
NS,single_detached,70000,married,50-54,1,8530,1433,2430,1472,1377,595,1284,42820,67594,52
NS,other,28000,other,50-54,2,6240,1060,1594,295,1555,3645,570,21294,29192,40
NS,single_detached,31000,married,35-39,2,11960,1350,4340,680,4873,5225,120,46419,77461,52
NS,single_detached,77000,married,45-49,1,11300,2850,7379,415,2201,0,691,47533,92494,52
NS,single_detached,13000,married,50-54,2,17750,3475,7990,885,4005,4380,435,64899,66829,35
NS,apartment,27000,married,30-34,2,5520,2340,32810,705,1714,1636,385,58570,78278,52
NS,single_detached,19000,married,30-34,2,11840,2955,11438,2877,5816,3973,968,62945,91293,40
NS,single_detached,50000,married,35-39,1,9280,1340,8060,560,1524,5597,120,56658,59669,52
NS,apartment,67000,married,30-34,1,14800,2005,2411,1065,2529,620,1524,39980,62337,52
NS,apartment,22000,married,<25,1,4600,2210,100,1050,1140,3590,1375,23559,29071,28
NS,single_detached,18000,married,60-64,1,5720,975,2441,685,1576,5020,211,36417,37604,17
NS,single_detached,56000,never_married,50-54,1,3600,350,23535,161,4910,3360,775,46252,63592,52
NS,single_detached,80000,married,30-34,1,6400,2130,14936,1120,1984,2050,350,49152,76012,52
NS,single_detached,45000,other,60-64,2,3980,2290,1975,386,620,3530,159,20125,33355,52
NS,single_detached,60000,married,50-54,1,8450,1200,7680,690,1315,180,2620,41987,57488,52
NS,single_detached,40000,other,40-44,2,6140,1120,5804,700,880,80,155,30268,34012,48
NS,single_detached,56000,married,40-44,1,15100,8850,7745,2650,4881,2900,1700,72166,97864,52
NS,single_detached,60000,married,55-59,1,6300,2820,5584,1290,3016,250,749,43791,72805,52
NS,single_detached,25000,married,40-44,2,13934,5750,3400,1642,4973,105,122,53638,66694,52
NS,other,36000,married,35-39,1,7800,1320,6690,1055,2393,360,240,36015,43473,32
NS,single_detached,50000,never_married,35-39,1,5600,1070,950,640,763,1700,125,26189,50210,52
NS,single_detached,50000,married,50-54,1,8640,3850,8700,1495,6824,2160,630,63566,85353,52
NS,single_detached,80000,married,50-54,2,3825,2810,19500,653,5954,900,867,49000,97622,52
NS,single_detached,29000,married,25-29,1,12900,4235,11637,1350,3675,110,2189,56639,88003,52
NS,other,60000,other,50-54,1,3479,2180,7310,325,4260,908,1350,26777,43737,52
NS,single_detached,18000,other,50-54,2,2675,108,1543,255,750,4375,48,16254,17495,52
NS,single_detached,55000,married,25-29,2,10470,3045,6498,1242,5837,1480,2861,59732,92183,52
NS,semi_detached,43000,married,40-44,2,8248,2030,6007,295,886,3965,737,40029,54847,49
NS,apartment,7800,married,25-29,1,4120,966,100,1212,1425,810,152,21323,22897,34
NS,apartment,35000,other,30-34,2,5400,1155,5364,1144,4356,450,220,32935,40333,52
NS,single_detached,58000,married,50-54,1,5956,141,3748,245,1818,11383,585,45586,64417,52
NS,single_detached,32000,married,55-59,1,10440,1725,8958,1070,2270,437,900,56028,86399,50
NS,single_detached,23000,never_married,45-49,2,4500,400,400,275,473,100,150,17885,21837,52
NS,single_detached,35000,married,50-54,2,4800,1850,11950,1150,950,200,815,41264,65848,52
NS,duplex,37000,other,60-64,1,3600,200,875,380,2,3670,579,25325,37139,52
NS,apartment,15000,married,45-49,2,10832,1270,2522,598,1224,6250,500,35150,59505,52
NS,apartment,25000,married,45-49,1,6700,978,5560,900,1363,5920,140,36989,48895,52
NS,apartment,12000,never_married,25-29,2,840,210,11,490,743,480,108,11246,11833,52
NS,apartment,39000,never_married,30-34,1,4700,360,2702,660,2290,590,1820,29054,33373,52
NS,single_detached,81000,married,65-69,1,10400,1960,13438,745,1133,100,550,41483,61745,36
NS,apartment,20000,never_married,<25,2,5200,375,2200,1215,460,0,630,18825,21283,26
NS,single_detached,21000,married,60-64,1,4230,2860,2170,1470,1790,100,542,28616,41944,52
NS,semi_detached,32000,married,45-49,1,6200,470,4047,600,1709,2128,521,27719,40350,52
NS,single_detached,20000,married,35-39,1,5600,2720,3797,2784,733,3786,1477,53076,54842,52
NS,single_detached,13000,married,45-49,1,6790,3285,4240,1302,1293,155,520,33035,43235,34
NS,apartment,27000,other,30-34,1,3480,430,2275,275,695,720,432,18642,28472,52
NS,single_detached,46000,married,35-39,2,8900,4135,5280,1900,5109,1200,365,48236,78628,52
NS,apartment,32000,never_married,30-34,1,5700,515,24080,295,4021,200,220,43353,53334,36
NS,single_detached,90000,married,45-49,1,13000,3695,6720,715,6170,200,640,62020,98663,52
NS,apartment,45000,never_married,25-29,2,4200,880,6630,325,3260,185,1375,29274,43704,52
NS,single_detached,39000,never_married,25-29,2,6740,1760,3990,300,1122,0,150,36850,46273,34
NS,single_detached,62000,married,45-49,1,9500,2560,3490,1310,4580,3705,2100,52183,82367,52
NS,duplex,51000,other,45-49,2,7475,3530,3753,2245,3060,245,440,34783,44853,52
NS,single_detached,38000,other,55-59,2,6660,2000,4338,820,2300,1910,60,34962,39808,52
NS,single_detached,31000,other,65-69,2,2680,900,1566,776,1098,1886,153,31943,33714,43
NS,single_detached,46000,never_married,45-49,1,4300,824,4855,434,1196,1250,780,31634,42549,52
NS,single_detached,42000,never_married,45-49,2,2850,960,2500,416,500,2600,1200,29541,56001,52
NS,single_detached,62000,married,55-59,2,13250,1350,6537,520,1252,200,1760,38135,59906,52
NS,single_detached,34000,married,50-54,2,10110,5050,10530,1810,3959,360,875,50218,87084,52
NS,row_house,28000,other,50-54,2,11240,1940,10447,710,1931,1658,1009,49600,55383,52
NS,row_house,33000,married,50-54,1,8740,2395,4078,975,5788,660,228,40157,50901,52
NS,semi_detached,68000,never_married,60-64,2,6062,1610,4429,625,984,60,1160,34387,61449,52
NS,single_detached,60000,married,50-54,1,5400,3430,24346,1340,2362,600,1545,64878,75558,28
NS,single_detached,71000,married,45-49,1,6510,1015,4630,800,120,250,460,22750,48820,52
NS,single_detached,30000,married,35-39,2,6020,693,7960,288,5569,75,550,46693,66827,26
NS,single_detached,38000,married,55-59,2,4270,4420,5515,1210,3383,800,1369,37820,57777,52
NS,single_detached,70000,never_married,40-44,2,8040,1325,7254,1300,1943,200,596,46143,61954,52
NS,apartment,35000,never_married,35-39,1,5900,1869,5232,506,2452,0,388,30862,39111,48
NS,single_detached,32000,married,55-59,1,3500,780,10980,640,2254,2040,1118,34911,41115,26
NS,single_detached,26000,never_married,<25,1,10100,4600,6460,740,5865,2280,2442,66337,71618,24
NS,single_detached,69000,married,60-64,1,9640,2195,10613,725,2282,1000,100,38401,64811,52
NS,single_detached,32000,married,40-44,1,8315,4080,2104,2310,1868,877,340,46480,56557,52
NS,single_detached,25000,never_married,45-49,1,4760,1160,11038,1625,4279,1050,90,43125,80096,52
NS,apartment,33000,never_married,40-44,1,4088,252,2844,83,1363,1210,573,21046,28681,52
NS,apartment,27000,never_married,25-29,2,2230,560,2190,777,1193,310,90,18654,24807,52
NS,apartment,6600,never_married,<25,1,920,550,684,153,550,454,70,7378,8028,26
NS,apartment,36000,other,50-54,2,4350,2638,4110,810,5008,1190,160,28369,38739,52
NS,apartment,35000,never_married,<25,2,1080,1370,2420,2675,3508,700,585,25115,33383,52
NS,apartment,30000,married,55-59,1,4200,300,720,190,1108,4805,156,21734,26548,52
NS,apartment,28000,married,25-29,2,7350,2715,7175,1000,3258,400,160,38755,45416,52
NS,apartment,26000,never_married,30-34,1,6600,1082,914,280,3778,1200,1049,26837,36579,52
NS,duplex,41000,other,40-44,2,8653,3500,4243,2090,1589,480,756,45024,55208,52
NS,single_detached,41000,other,40-44,2,5940,1270,6930,1350,687,100,150,39418,44627,52
NS,single_detached,31000,married,25-29,2,9040,970,5456,855,1570,200,618,51450,66029,52
NS,single_detached,45000,other,40-44,2,5360,1080,4216,532,3126,550,594,28131,31386,52
NS,single_detached,60000,other,55-59,1,6000,3320,6670,355,7690,3980,1500,66014,86079,52
NS,single_detached,95000,other,40-44,2,5560,5450,7325,1825,6277,300,159,56570,93700,52
NS,single_detached,80000,never_married,45-49,2,6990,3310,6085,1540,4014,420,580,36846,71117,52
NS,single_detached,69000,other,45-49,2,4560,3375,5285,1740,3878,980,400,45844,70541,52
NS,apartment,62000,never_married,30-34,2,8000,1900,6848,1650,1575,2270,220,43486,58596,52
NS,duplex,78000,never_married,40-44,2,9000,5120,9590,1610,2354,6150,660,63221,97761,52
NS,apartment,24000,never_married,<25,2,1930,3036,21858,1018,1590,2375,233,45004,46160,45
NS,apartment,39000,never_married,25-29,2,9700,1850,12020,1085,4525,5470,558,50556,68067,52
NS,apartment,86000,other,45-49,1,6000,1600,4470,320,5278,1950,2855,44181,74390,52
NS,apartment,36000,never_married,35-39,1,5160,875,960,370,4323,1080,20,27572,35534,52
NS,apartment,50000,never_married,30-34,1,6380,1160,10280,560,1696,6780,582,38586,47980,43
NS,apartment,54000,never_married,45-49,2,4068,2020,10465,1309,4941,500,231,36613,50273,52
NS,apartment,20000,never_married,25-29,2,1492,1633,1148,970,1747,2060,1062,21674,33007,52
NS,apartment,16000,never_married,<25,2,2450,883,310,910,287,405,100,18781,20377,34
NS,row_house,34000,never_married,40-44,2,5720,923,9342,690,1160,2420,617,37983,43680,52
NS,row_house,47000,other,65-69,2,3500,1935,2820,1150,2870,1240,1327,39026,53686,26
NS,apartment,35000,never_married,<25,1,8135,2090,7480,1850,4560,3180,680,45818,55597,52
NS,apartment,20000,other,50-54,2,1870,726,684,290,411,2670,180,15308,18065,31
NS,single_detached,30000,never_married,45-49,1,4100,365,1150,150,865,8535,752,39721,44967,52
NS,single_detached,24000,married,30-34,2,10060,3670,11076,560,5913,2160,840,70410,91648,40
NS,semi_detached,53000,married,30-34,1,13450,3030,12544,1973,3571,1270,1515,67495,85096,52
NS,apartment,34000,married,50-54,2,6000,232,4660,181,6992,550,904,24828,49968,52
NS,single_detached,45000,married,45-49,1,9590,485,11705,273,1592,328,396,43975,53025,25
NS,duplex,20000,never_married,35-39,2,7029,777,3122,570,1990,2911,248,33119,35931,16
NS,semi_detached,71000,never_married,50-54,2,13040,2615,15402,1375,2722,500,890,59474,84822,52
NS,apartment,31000,other,50-54,1,1190,1142,1995,425,1996,570,224,16423,21550,52
NS,other,38000,married,25-29,2,5400,1480,8930,1215,3679,1350,1160,39641,58129,52
NS,other,43000,married,25-29,2,9300,3110,8926,1210,9294,300,899,52239,81227,52
NS,row_house,24000,married,60-64,1,6200,7261,14760,2900,3110,5040,1890,59826,74600,52
NS,apartment,24000,other,60-64,1,3730,1390,719,230,665,260,215,17175,20329,52
NS,apartment,52000,never_married,60-64,2,3296,1328,3175,504,2448,1478,115,24516,37750,52
NS,apartment,24000,other,35-39,2,4100,3617,13902,540,2800,0,200,39599,42293,32
NS,row_house,30000,married,40-44,1,9400,7031,11500,1934,2808,6900,232,59539,75790,52
NS,row_house,64000,other,45-49,2,9600,2730,9050,2230,925,2400,276,41767,70514,52
NS,row_house,27000,never_married,<25,2,10800,3543,1920,1925,4973,2205,156,48375,61662,44
NS,row_house,15000,married,<25,1,4660,1545,4875,205,1025,2550,40,32905,31841,16
NS,row_house,46000,married,50-54,1,4200,1120,24873,1380,2612,25,894,50024,85449,52
NS,other,28000,other,45-49,1,4456,260,516,232,1093,0,195,18214,23579,52
NS,apartment,36000,other,30-34,2,2575,1214,3870,702,3255,30,776,21702,32343,52
NS,apartment,65000,other,50-54,2,6200,2090,3524,3260,5862,350,438,34094,47839,52
NS,apartment,12000,never_married,35-39,1,9080,3990,11517,990,8490,200,2325,49819,50660,52
NS,apartment,72000,other,55-59,2,5100,2954,4768,410,2650,240,850,35891,56419,52
NS,single_detached,12000,married,40-44,2,12961,1663,4451,1553,8380,5225,464,63190,96047,52
NS,single_detached,70000,married,50-54,1,6050,3740,6920,1551,1575,2410,1969,48898,86170,52
NS,semi_detached,32000,other,60-64,2,1820,1035,790,500,475,1130,399,19024,27998,52
NS,semi_detached,59000,married,30-34,1,6260,1550,4540,1050,3387,800,355,50611,65417,52
NS,apartment,69000,married,35-39,1,14500,2095,6640,1630,3232,40,892,36998,47755,52
NS,apartment,43000,other,45-49,2,5100,2710,3080,650,2844,150,248,29318,39234,52
NS,single_detached,45000,married,25-29,2,6650,2500,1800,1295,3209,1200,420,53050,76010,52
NS,semi_detached,62000,other,65-69,2,6200,2400,5292,1483,6435,0,207,37878,60988,52
NS,single_detached,20000,other,50-54,1,3150,650,2318,256,200,2400,244,17364,20626,40
NS,single_detached,67000,married,55-59,1,8160,1125,5584,2610,1774,2304,404,46355,72109,45
NS,single_detached,66000,married,25-29,2,4250,3390,8210,285,1225,30,1604,44136,80155,52
NS,apartment,73000,other,45-49,1,7850,5160,6021,1110,6576,150,1640,58439,76000,52
NS,apartment,16000,married,<25,2,6050,2482,1220,930,1320,770,102,32895,34843,16
NS,single_detached,50000,married,50-54,1,4240,670,28430,485,1057,150,405,48306,63341,52
NS,single_detached,32000,married,50-54,2,5040,735,11770,745,840,500,151,29726,44034,52
NS,single_detached,70000,never_married,25-29,2,10400,2105,7695,1350,1955,500,259,55584,62837,52
NS,semi_detached,20000,married,25-29,2,12000,2155,1030,720,3436,150,200,51225,69773,16
NS,semi_detached,45000,other,60-64,1,4680,1425,7341,689,7923,3560,640,46208,69266,40
NS,apartment,21000,never_married,<25,1,17400,5350,12325,1550,5642,8370,564,77634,87455,16
NS,single_detached,35000,married,55-59,2,7200,1600,16705,1520,1445,470,1140,39346,58393,52
NS,single_detached,86000,married,45-49,1,14560,2530,13280,750,6171,250,1274,59879,96080,52
NS,single_detached,30000,married,50-54,2,14190,9100,4811,1900,6482,700,850,51433,98818,26
NS,single_detached,9400,married,45-49,2,12300,2040,6900,1300,2216,0,580,52142,82126,52
NS,single_detached,35000,married,40-44,2,10640,2600,34065,650,1620,5720,440,79054,96895,52
NS,single_detached,42000,other,50-54,2,7950,2945,18173,1575,3373,1040,1320,64803,74034,52
NS,single_detached,57000,married,35-39,2,14040,1370,9119,640,3285,900,1890,50116,77885,52
NS,apartment,21000,married,40-44,2,7800,710,4112,455,1394,1869,200,28915,47148,25
NS,single_detached,52000,married,55-59,1,7140,850,5207,650,1252,600,96,33623,48184,52
NS,other,54000,married,30-34,1,13300,2595,5530,1640,2626,1900,1014,45322,62036,52
NS,single_detached,75000,married,40-44,1,6588,3250,8271,1710,4889,1480,600,46588,77954,52
NS,single_detached,48000,other,50-54,2,1944,930,4560,1115,2536,159,643,23834,46670,52
NS,single_detached,16000,married,55-59,2,4560,1391,5110,430,906,200,290,26287,42467,52
NS,single_detached,39000,married,55-59,2,7011,1340,10645,940,1585,2913,923,48043,68795,52
NS,single_detached,10000,never_married,40-44,2,6840,1150,3560,315,3825,200,236,36125,40723,52
NS,single_detached,43000,married,40-44,2,10400,8810,10970,2405,6239,450,300,67303,95980,52
NS,single_detached,12000,married,40-44,2,13400,3775,7390,1560,2964,305,479,58685,82691,48
NS,single_detached,58000,married,30-34,1,8920,2520,7920,590,4869,470,143,59470,70855,52
NS,single_detached,37000,married,40-44,2,8100,5270,22908,1870,7330,1616,520,75822,96029,52
NS,single_detached,44000,married,45-49,2,10100,1490,25925,1464,3467,5400,355,86897,98449,52
NS,single_detached,33000,married,50-54,2,9160,1260,7867,1258,4814,912,251,52668,89164,52
NS,single_detached,38000,never_married,45-49,2,5160,1810,5972,170,1550,0,120,25917,33802,52
NS,single_detached,47000,other,55-59,1,2800,1600,1927,505,3025,550,198,26575,39352,52
NB,single_detached,73000,married,30-34,1,7100,3310,13270,920,1750,700,1365,43277,54367,52
NB,single_detached,18000,married,35-39,1,5980,830,14828,650,334,0,756,44038,48944,40
NB,single_detached,43000,married,35-39,1,9100,3135,14287,740,3430,2790,205,57551,75989,46
NB,single_detached,58000,married,40-44,1,7050,2490,12528,600,2150,50,270,51578,64530,52
NB,single_detached,95000,married,45-49,1,11200,3228,3520,1865,3164,1200,145,38126,68436,52
NB,single_detached,90000,married,40-44,1,13900,4900,7121,2488,3218,5959,401,57424,82711,52
NB,single_detached,49000,married,50-54,1,9390,1510,13830,445,940,520,240,47176,70609,52
NB,single_detached,25000,married,45-49,2,6800,2095,31357,818,5835,1315,885,68094,76826,40
NB,single_detached,71000,married,55-59,1,10650,3820,16182,760,4732,0,714,56828,99512,24
NB,single_detached,41000,married,60-64,1,6240,1420,24702,825,70,400,50,58049,75388,28
NB,single_detached,55000,other,70-74,1,3110,890,2658,650,900,200,167,34130,67372,52
NB,single_detached,39000,married,30-34,2,8240,3940,5860,2200,3560,2880,760,57818,83736,45
NB,single_detached,45000,married,55-59,1,11750,3790,22660,1960,8662,2902,309,74428,89022,52
NB,single_detached,60000,married,25-29,1,5150,1121,31860,1140,820,600,660,62196,78299,52
NB,single_detached,31000,married,45-49,2,10480,1790,26883,350,6016,100,40,61299,72971,43
NB,single_detached,45000,married,30-34,2,8820,1710,5658,1580,6190,360,1090,49481,78107,52
NB,single_detached,55000,other,40-44,1,5660,590,3334,495,2397,385,342,31792,39692,52
NB,single_detached,63000,married,35-39,1,7600,4150,24371,1230,6430,3120,20,71278,96986,52
NB,single_detached,53000,other,50-54,2,4100,2225,3090,1720,1350,1880,80,27310,40975,52
NB,single_detached,80000,married,45-49,1,8150,1095,5920,540,4286,205,420,36596,67992,52
NB,single_detached,42000,married,30-34,2,5400,2960,5726,1635,3830,1040,1040,51143,76089,52
NB,single_detached,76000,married,30-34,1,8050,1531,9344,475,3230,535,460,53771,85683,52
NB,single_detached,60000,married,45-49,1,7160,1200,8643,780,1330,360,2198,40841,96181,40
NB,single_detached,48000,married,30-34,1,5800,1435,10650,1840,3345,2250,1100,60155,84183,52
NB,other,30000,married,30-34,1,13480,3610,20826,2290,8945,2530,1450,71016,76662,50
NB,other,17000,married,<25,2,3000,1705,6010,760,1705,1010,80,28330,34360,52
NB,other,50000,other,50-54,2,5400,1400,17805,785,1944,150,52,40401,60596,52
NB,duplex,33000,married,35-39,2,5400,6870,5297,1710,6430,2140,1260,57577,84345,52
NB,single_detached,48000,married,25-29,2,8800,6740,9880,2700,7480,2655,360,66188,86160,52
NB,single_detached,44000,other,45-49,1,3960,1480,7969,535,1099,460,380,28936,45760,52
NB,single_detached,63000,married,50-54,1,9096,3600,4381,1890,1290,150,981,60362,81321,52
NB,single_detached,54000,married,35-39,1,5200,4700,7552,1920,4380,750,305,65987,87722,52
NB,apartment,18000,other,<25,2,2670,3620,460,1800,1120,2540,285,22875,24461,52
NB,duplex,52000,married,30-34,1,8350,4910,22264,1985,3875,18,782,72767,85460,48
NB,duplex,48000,married,35-39,1,7340,1100,14125,1480,3121,20,180,54305,65355,52
NB,single_detached,35000,married,60-64,1,5860,935,8281,293,285,0,904,26808,41499,52
NB,single_detached,13000,married,35-39,1,3790,1830,3520,900,5845,2170,660,36980,51371,52
NB,single_detached,28000,married,45-49,2,10800,1887,5836,760,4330,700,163,48352,66924,50
NB,single_detached,61000,married,55-59,1,7465,1855,12377,630,4184,0,255,47885,56676,36
NB,single_detached,39000,other,60-64,1,4680,290,13191,156,2390,7414,100,36054,46311,52
NB,other,20000,married,30-34,2,7840,2730,3158,980,1342,580,718,39860,57197,52
NB,other,56000,other,50-54,2,5700,1750,2722,930,984,50,920,31556,47907,52
NB,other,40000,other,50-54,1,900,130,5650,270,660,240,168,20508,33333,52
NB,other,55000,never_married,30-34,2,8240,3100,11520,1270,2092,320,1386,48762,68455,52
NB,single_detached,55000,married,25-29,1,4570,1210,3600,670,4350,105,2080,50055,84477,52
NB,row_house,56000,never_married,25-29,1,3450,1300,3225,230,1473,900,180,25237,42348,52
NB,row_house,34000,married,30-34,1,7050,1500,12148,1280,454,200,2252,50995,67294,52
NB,duplex,37000,married,35-39,2,11800,2100,9010,1790,6628,0,1280,68297,91377,52
00,single_detached,75000,never_married,<25,1,850,420,25280,130,2080,350,288,36648,61808,52
NB,single_detached,30000,married,45-49,2,5900,1925,27847,990,2845,0,445,71641,85578,52
NB,row_house,72000,other,55-59,2,4150,2125,4593,995,2628,470,1382,32784,63295,52
NB,single_detached,25000,married,30-34,1,6000,1850,8955,1300,1265,0,700,35975,51807,25
NB,row_house,71000,other,35-39,1,6140,2050,26260,500,5843,1350,225,74698,94099,52
NB,other,23000,never_married,25-29,2,1580,680,1405,265,680,40,168,17006,21920,52
NB,single_detached,20000,married,50-54,1,8065,630,3262,700,1054,1940,144,34084,38609,28
NB,single_detached,55000,married,40-44,1,5550,2935,4753,1810,5739,190,789,52518,70105,52
NB,single_detached,52000,married,35-39,1,13200,2310,7362,1421,2424,300,1222,64609,92171,52
NB,single_detached,43000,never_married,40-44,1,5480,1050,2775,434,1240,3680,180,24647,28289,39
NB,other,29000,other,25-29,2,3750,1375,1060,650,2190,155,285,19332,21915,52
NB,other,26000,married,50-54,2,7610,1835,25645,905,1671,200,60,58749,65265,52
NB,apartment,35000,other,50-54,2,5240,2050,7613,2180,1795,40,1008,35554,48731,45
NB,single_detached,45000,never_married,30-34,1,4500,275,1520,490,900,1540,175,18142,26447,52
NB,apartment,26000,never_married,35-39,2,5460,1382,520,285,530,280,168,21581,24535,52
NB,apartment,17000,other,35-39,2,3120,870,170,1050,731,1630,120,17140,18634,32
NB,apartment,16000,never_married,<25,1,3640,1672,4485,1442,2199,5170,686,34743,37314,32
NB,apartment,53000,other,40-44,1,5080,1350,45,540,2210,2500,231,22225,40445,52
NB,apartment,30000,married,25-29,1,6100,7650,25481,900,6820,3000,1010,64057,86667,52
NB,duplex,45000,never_married,25-29,1,5940,1400,2133,805,2750,3260,207,48092,64259,39
NB,duplex,38000,never_married,50-54,1,6050,1505,2197,565,1400,500,892,27913,34528,16
NB,single_detached,17000,married,40-44,2,4500,1605,9472,410,1520,6305,300,43630,47478,48
NB,duplex,34000,never_married,30-34,2,3150,820,6866,730,1600,850,756,26755,38792,52
NB,single_detached,41000,married,45-49,2,9550,1771,6616,1654,5236,790,2785,63253,81694,52
NB,apartment,20000,other,50-54,2,3640,720,1946,910,1879,0,156,19351,21633,52
NB,single_detached,27000,never_married,30-34,1,3200,1260,2064,1174,1205,3970,1720,21685,25216,47
NB,single_detached,35000,married,35-39,1,13300,2642,3517,670,4910,340,160,45169,65491,52
NB,single_detached,29000,married,70-74,1,3600,600,6554,205,5622,0,75,27876,41713,52
NB,apartment,60000,married,50-54,2,7280,3910,3864,1105,2188,4220,300,35589,64235,52
NB,single_detached,44000,married,50-54,1,8100,3900,8035,1475,4950,700,824,59849,84547,52
NB,row_house,58000,married,35-39,2,1140,2330,34940,1480,7750,280,865,77499,99434,52
NB,row_house,36000,married,25-29,2,7800,4200,10665,950,4460,8600,484,60244,70879,52
NB,row_house,65000,never_married,40-44,2,3000,825,3110,1455,5365,1800,762,38252,66762,52
NB,duplex,41000,married,40-44,1,6000,2100,3767,660,6830,360,2298,47154,70282,52
NB,single_detached,43000,married,25-29,2,6200,3460,4527,1580,2610,360,1400,46702,69877,34
NB,apartment,70000,married,55-59,1,8592,3450,7611,436,1864,270,1106,39000,61031,52
NB,single_detached,84000,married,45-49,1,7880,1300,7889,685,2502,150,2188,45908,94428,52
NB,semi_detached,75000,never_married,25-29,2,12537,4360,8912,1450,4005,3160,1442,52765,72679,52
NB,row_house,54000,married,50-54,1,7000,660,8650,1544,1075,0,144,35418,53540,52
NB,apartment,80000,other,40-44,1,14065,4030,1000,560,6670,3700,2850,45908,75719,52
NB,apartment,14000,married,45-49,1,3150,1745,22125,535,1304,1150,60,40638,47618,52
NB,apartment,33000,other,45-49,2,4160,1603,2426,1915,2680,4050,200,29516,36066,52
NB,single_detached,43000,married,60-64,1,5200,606,4622,1140,1377,400,1214,46255,63236,52
NB,single_detached,44000,married,30-34,1,6100,1505,5419,550,6215,5450,340,51322,83937,40
NB,single_detached,40000,married,25-29,2,6000,3720,11854,1510,1420,3200,120,43944,68533,52
NB,semi_detached,50000,married,25-29,1,4328,2300,5939,385,2160,4510,410,28452,29319,52
NB,single_detached,46000,married,45-49,1,12150,2490,37955,1110,2460,450,890,71087,81001,38
NB,duplex,70000,never_married,55-59,1,2600,200,225,80,2755,4790,290,27850,68660,52
NB,single_detached,37000,other,45-49,1,7800,1099,2812,995,2126,2476,810,52905,59440,52
NB,apartment,16000,other,50-54,1,1550,239,430,69,677,444,60,11608,13318,45
NB,duplex,30000,married,40-44,1,7580,2050,2870,1630,3204,1406,320,41649,52364,52
NB,single_detached,45000,married,30-34,1,8900,2250,11732,2250,4360,1400,234,63536,84989,52
NB,single_detached,75000,never_married,55-59,2,5124,965,5196,1060,1225,350,1507,31791,55474,52
NB,single_detached,95000,married,40-44,2,9500,2005,9684,1100,8310,550,540,51287,89168,52
NB,single_detached,61000,married,40-44,2,10740,1000,25300,660,5245,3120,1055,66300,93736,52
NB,single_detached,50000,married,30-34,1,5000,1098,7267,620,4402,300,165,44022,65184,52
NB,single_detached,34000,never_married,45-49,1,1200,400,22968,490,600,0,60,37243,45859,52
NB,single_detached,20000,married,35-39,2,12000,1610,305,1048,6639,6330,360,57756,65580,52
NB,single_detached,60000,married,40-44,1,9150,771,22990,840,1850,100,1360,53635,76164,40
NB,single_detached,60000,married,50-54,1,3890,545,15115,357,1610,0,1280,36522,63331,52
NB,single_detached,34000,married,30-34,1,5360,1750,8147,420,3595,1370,900,40347,72131,52
